activity_id,customer_id,lead_id,activity_date,activity_type,channel,owner,outcome,duration_minutes
ACT-01919,,LEAD-0354,2024-02-29,Support Follow-up,In-person,Linh Vu,Completed,10
ACT-01920,CUST-0236,,2024-06-04,Email,Phone,Khanh Do,Follow-up Needed,10
ACT-01921,CUST-0014,,2024-07-19,Support Follow-up,In-person,Binh Tran,Completed,5
ACT-01922,CUST-0226,,2024-02-01,Email,Chat,Khanh Do,Follow-up Needed,10
ACT-01923,CUST-0205,,2025-04-17,Call,Phone,Huy Vo,Interested,20
ACT-01924,CUST-0306,,2025-02-10,Demo,Chat,Dung Pham,Follow-up Needed,15
ACT-01925,,LEAD-0254,2024-08-11,Support Follow-up,In-person,An Nguyen,Completed,5
ACT-01926,,LEAD-0326,2025-06-19,Call,Phone,Linh Vu,Follow-up Needed,10
ACT-01927,CUST-0025,,2025-07-26,Demo,Email,Dung Pham,Completed,20
ACT-01928,CUST-0016,,2026-03-29,Demo,Zoom,Linh Vu,Completed,60
ACT-01929,CUST-0270,,2025-07-19,Email,Chat,Chi Le,Completed,15
ACT-01930,CUST-0003,,2025-08-14,Demo,Email,Chi Le,No Response,20
ACT-01931,,LEAD-0145,2025-12-03,Meeting,Chat,Huy Vo,Follow-up Needed,20
ACT-01932,CUST-0058,,2024-08-04,WhatsApp,Phone,Khanh Do,Follow-up Needed,10
ACT-01933,,LEAD-0532,2024-06-18,Email,In-person,Linh Vu,No Response,10
ACT-01934,CUST-0251,,2024-07-19,Demo,Chat,Dung Pham,Completed,15
ACT-01935,CUST-0017,,2024-09-21,Support Follow-up,Email,Khanh Do,Completed,15
ACT-01936,CUST-0212,,2025-03-07,Meeting,Chat,Khanh Do,Follow-up Needed,60
ACT-01937,CUST-0202,,2024-08-24,Demo,Phone,Chi Le,Completed,15
ACT-01938,CUST-0171,,2024-12-19,Email,Chat,Linh Vu,No Response,5
ACT-01939,CUST-0184,,2025-06-09,Meeting,Phone,Binh Tran,Completed,20
ACT-01940,CUST-0041,,2025-01-13,Demo,Email,Binh Tran,Interested,60
ACT-01941,CUST-0195,,2024-03-11,Call,In-person,Khanh Do,Completed,20
ACT-01942,CUST-0016,,2024-07-22,Demo,Phone,Binh Tran,No Response,15
ACT-01943,CUST-0012,,2026-03-12,Meeting,Zoom,Huy Vo,Interested,20
ACT-01944,CUST-0180,,2024-09-21,Email,In-person,Dung Pham,Completed,15
ACT-01945,,LEAD-0238,2025-05-26,Demo,Phone,Giang Ho,Follow-up Needed,15
ACT-01946,CUST-0140,,2025-10-09,Support Follow-up,Zoom,Giang Ho,Rescheduled,15
ACT-01947,CUST-0218,,2024-01-30,Call,Email,An Nguyen,Follow-up Needed,10
ACT-01948,CUST-0212,,2025-10-20,Email,Email,Linh Vu,Follow-up Needed,10
ACT-01949,,LEAD-0386,2026-03-30,WhatsApp,In-person,Giang Ho,Interested,5
ACT-01950,CUST-0228,,2026-01-31,Email,In-person,Dung Pham,No Response,5
ACT-01951,,LEAD-0333,2025-11-26,Support Follow-up,In-person,An Nguyen,Rescheduled,10
ACT-01952,CUST-0310,,2025-08-10,Call,In-person,Huy Vo,Completed,10
ACT-01953,CUST-0211,,2026-04-02,Support Follow-up,Zoom,An Nguyen,Completed,15
ACT-01954,CUST-0097,,2026-02-02,Demo,In-person,An Nguyen,Completed,30
ACT-01955,CUST-0250,,2025-08-07,Meeting,Chat,Huy Vo,Follow-up Needed,10
ACT-01956,CUST-0093,,2025-08-31,Meeting,Zoom,Giang Ho,Interested,30
ACT-01957,CUST-0169,,2024-10-27,Email,Phone,Linh Vu,Follow-up Needed,15
ACT-01958,,LEAD-0134,2025-05-01,Meeting,Email,An Nguyen,Rescheduled,10
ACT-01959,CUST-0035,,2025-10-25,Demo,Email,Giang Ho,Completed,45
ACT-01960,CUST-0146,,2025-12-14,Meeting,Chat,Chi Le,Completed,60
ACT-01961,CUST-0210,,2025-12-29,Email,Chat,Dung Pham,Follow-up Needed,20
ACT-01962,CUST-0264,,2025-09-12,Demo,Phone,An Nguyen,Completed,30
ACT-01963,CUST-0285,,2024-04-15,Email,Chat,Giang Ho,Interested,15
ACT-01964,CUST-0039,,2026-01-25,Support Follow-up,Email,An Nguyen,Follow-up Needed,15
ACT-01965,CUST-0047,,2025-12-16,Meeting,Email,Dung Pham,Completed,20
ACT-01966,,LEAD-0555,2024-07-25,Support Follow-up,Email,Linh Vu,Completed,20
ACT-01967,,LEAD-0416,2025-11-05,Demo,Chat,Binh Tran,Interested,10
ACT-01968,,LEAD-0425,2024-11-29,Demo,Zoom,Linh Vu,Rescheduled,30
ACT-01969,CUST-0043,,2024-12-15,WhatsApp,Chat,Chi Le,Follow-up Needed,5
ACT-01970,,LEAD-0480,2024-02-08,Support Follow-up,Chat,Giang Ho,Completed,5
ACT-01971,CUST-0296,,2024-05-03,Call,In-person,Binh Tran,Completed,30
ACT-01972,CUST-0196,,2025-12-30,Support Follow-up,Phone,Binh Tran,Rescheduled,10
ACT-01973,CUST-0296,,2025-04-13,Meeting,Zoom,Chi Le,Follow-up Needed,20
ACT-01974,,LEAD-0502,2024-08-05,Support Follow-up,Chat,Huy Vo,Rescheduled,10
ACT-01975,CUST-0248,,2024-10-26,WhatsApp,In-person,Linh Vu,Completed,20
ACT-01976,CUST-0062,,2025-10-09,Email,Zoom,Dung Pham,Completed,5
ACT-01977,CUST-0285,,2024-02-01,WhatsApp,Email,Chi Le,Completed,5
ACT-01978,CUST-0208,,2025-02-25,Support Follow-up,Phone,Chi Le,No Response,15
ACT-01979,,LEAD-0209,2025-07-16,Email,Chat,Huy Vo,No Response,20
ACT-01980,CUST-0272,,2024-05-16,Call,Phone,An Nguyen,Completed,60
ACT-01981,CUST-0304,,2024-01-22,Demo,Phone,Dung Pham,No Response,10
ACT-01982,CUST-0263,,2026-02-08,Support Follow-up,In-person,Khanh Do,Follow-up Needed,10
ACT-01983,CUST-0256,,2026-03-30,Support Follow-up,Phone,Dung Pham,Completed,15
ACT-01984,CUST-0223,,2025-05-18,Support Follow-up,Zoom,Linh Vu,Follow-up Needed,10
ACT-01985,CUST-0178,,2024-03-01,Demo,Zoom,Giang Ho,Follow-up Needed,30
ACT-01986,CUST-0069,,2025-03-13,Demo,In-person,Huy Vo,Interested,10
ACT-01987,,LEAD-0523,2024-06-13,WhatsApp,Phone,Linh Vu,Rescheduled,15
ACT-01988,CUST-0296,,2024-12-24,Call,Phone,Dung Pham,Completed,15
ACT-01989,,LEAD-0063,2024-07-09,Demo,Email,Khanh Do,Interested,15
ACT-01990,CUST-0065,,2026-01-31,Demo,Zoom,Huy Vo,Completed,20
ACT-01991,,LEAD-0229,2024-09-04,Call,Chat,An Nguyen,Rescheduled,30
ACT-01992,,LEAD-0265,2026-03-05,Call,In-person,Dung Pham,Completed,30
ACT-01993,CUST-0076,,2025-10-24,Email,Zoom,Linh Vu,Completed,20
ACT-01994,CUST-0065,,2024-12-16,Support Follow-up,Chat,Dung Pham,No Response,5
ACT-01995,CUST-0184,,2024-08-02,Demo,In-person,Dung Pham,Completed,30
ACT-01996,CUST-0112,,2024-09-21,Email,Email,Huy Vo,Interested,10
ACT-01997,,LEAD-0533,2024-08-24,Demo,Email,Dung Pham,No Response,15
ACT-01998,CUST-0297,,2024-07-31,Call,Phone,Dung Pham,Follow-up Needed,60
ACT-01999,CUST-0028,,2024-01-08,WhatsApp,Chat,Giang Ho,Completed,10
ACT-02000,CUST-0018,,2024-07-28,Support Follow-up,In-person,An Nguyen,Completed,10
ACT-02001,CUST-0101,,2025-11-30,Call,Chat,Dung Pham,No Response,20
ACT-02002,CUST-0043,,2024-05-10,Meeting,In-person,An Nguyen,Completed,15
ACT-02003,CUST-0304,,2025-06-20,Support Follow-up,Zoom,Binh Tran,No Response,20
ACT-02004,CUST-0198,,2025-07-07,Call,In-person,Giang Ho,Completed,60
ACT-02005,CUST-0155,,2026-01-15,Support Follow-up,Email,Binh Tran,Completed,10
ACT-02006,CUST-0081,,2025-03-21,Meeting,Phone,Huy Vo,Completed,15
ACT-02007,CUST-0231,,2024-07-21,Support Follow-up,Chat,Khanh Do,No Response,15
ACT-02008,CUST-0135,,2026-01-13,Email,Chat,Dung Pham,Interested,5
ACT-02009,CUST-0234,,2025-09-20,WhatsApp,In-person,Dung Pham,Interested,5
ACT-02010,CUST-0012,,2024-08-31,Email,Phone,Huy Vo,Follow-up Needed,20
ACT-02011,,LEAD-0372,2026-03-09,Call,Phone,Chi Le,Completed,30
ACT-02012,CUST-0269,,2025-02-18,Support Follow-up,Phone,Khanh Do,Interested,10
ACT-02013,,LEAD-0507,2025-03-03,Demo,Phone,Giang Ho,Follow-up Needed,45
ACT-02014,CUST-0220,,2024-09-09,Email,Chat,Huy Vo,Interested,5
ACT-02015,,LEAD-0001,2024-08-24,WhatsApp,Zoom,Chi Le,Completed,20
ACT-02016,CUST-0079,,2024-04-15,Meeting,Zoom,Khanh Do,Completed,60
ACT-02017,CUST-0106,,2025-08-09,Support Follow-up,In-person,Dung Pham,Interested,15
ACT-02018,CUST-0306,,2024-10-22,Call,Email,Huy Vo,Completed,60
ACT-02019,CUST-0186,,2025-03-21,Support Follow-up,Zoom,Dung Pham,Completed,5
ACT-02020,CUST-0112,,2024-02-02,Call,Email,Binh Tran,Completed,15
ACT-02021,,LEAD-0479,2024-07-27,Demo,In-person,Dung Pham,Interested,15
ACT-02022,CUST-0200,,2025-11-03,Demo,Email,Chi Le,Completed,60
ACT-02023,CUST-0259,,2025-04-07,Meeting,Chat,Dung Pham,Interested,10
ACT-02024,CUST-0201,,2024-01-06,Call,Chat,Binh Tran,Completed,10
ACT-02025,CUST-0266,,2025-03-17,Demo,Phone,Linh Vu,Completed,60
ACT-02026,CUST-0159,,2024-11-07,Demo,Chat,Dung Pham,Interested,45
ACT-02027,CUST-0186,,2025-10-07,Meeting,Phone,Linh Vu,Rescheduled,10
ACT-02028,,LEAD-0632,2025-11-17,Call,Chat,Dung Pham,No Response,30
ACT-02029,CUST-0188,,2025-10-15,WhatsApp,Phone,An Nguyen,Completed,20
ACT-02030,,LEAD-0279,2025-03-04,Demo,Chat,Giang Ho,Completed,30
ACT-02031,,LEAD-0240,2025-07-06,Demo,Chat,An Nguyen,Follow-up Needed,60
ACT-02032,CUST-0257,,2025-08-09,Call,Zoom,Khanh Do,No Response,10
ACT-02033,CUST-0227,,2025-07-09,Meeting,In-person,Linh Vu,Completed,45
ACT-02034,,LEAD-0553,2025-05-29,Email,In-person,Giang Ho,Completed,15
ACT-02035,CUST-0311,,2025-02-16,WhatsApp,Zoom,Dung Pham,No Response,20
ACT-02036,CUST-0166,,2024-02-29,Email,Email,An Nguyen,No Response,20
ACT-02037,CUST-0312,,2025-10-17,Email,Zoom,Dung Pham,Completed,10
ACT-02038,CUST-0271,,2025-02-19,WhatsApp,Zoom,Chi Le,Rescheduled,10
ACT-02039,,LEAD-0365,2025-02-02,Call,Email,Linh Vu,Completed,45
ACT-02040,CUST-0108,,2024-12-04,Meeting,In-person,Giang Ho,Completed,10
ACT-02041,,LEAD-0602,2026-04-01,Call,Email,Linh Vu,Completed,30
ACT-02042,CUST-0221,,2026-01-22,WhatsApp,Phone,Binh Tran,No Response,10
ACT-02043,CUST-0174,,2024-02-15,Email,Chat,Khanh Do,Interested,15
ACT-02044,CUST-0210,,2025-12-28,WhatsApp,Phone,An Nguyen,Completed,15
ACT-02045,CUST-0267,,2025-09-08,Email,Email,Dung Pham,Completed,20
ACT-02046,,LEAD-0411,2024-01-02,Call,Email,Huy Vo,Completed,10
ACT-02047,,LEAD-0027,2024-06-20,WhatsApp,Zoom,Linh Vu,Completed,5
ACT-02048,CUST-0016,,2024-03-11,Email,Zoom,Huy Vo,Follow-up Needed,5
ACT-02049,,LEAD-0095,2025-01-18,WhatsApp,Phone,Khanh Do,Follow-up Needed,5
ACT-02050,CUST-0312,,2025-08-04,WhatsApp,Phone,Dung Pham,Follow-up Needed,15
ACT-02051,CUST-0183,,2024-12-10,Call,Chat,Binh Tran,Interested,60
ACT-02052,,LEAD-0228,2025-08-13,Demo,Chat,Linh Vu,Completed,30
ACT-02053,,LEAD-0505,2024-03-19,Demo,Phone,An Nguyen,Interested,45
ACT-02054,,LEAD-0612,2024-07-27,Support Follow-up,Email,Huy Vo,Completed,5
ACT-02055,CUST-0043,,2024-06-06,WhatsApp,Email,Dung Pham,Follow-up Needed,5
ACT-02056,,LEAD-0287,2025-08-13,Meeting,Email,Chi Le,Completed,20
ACT-02057,CUST-0027,,2024-08-06,Demo,Phone,Linh Vu,No Response,45
ACT-02058,CUST-0198,,2024-06-07,Support Follow-up,In-person,Giang Ho,No Response,20
ACT-02059,CUST-0035,,2025-12-08,Email,In-person,Chi Le,Interested,10
ACT-02060,,LEAD-0398,2025-08-29,Meeting,Phone,Khanh Do,Completed,60
ACT-02061,CUST-0057,,2024-04-30,WhatsApp,In-person,An Nguyen,Follow-up Needed,5
ACT-02062,CUST-0063,,2025-11-14,Support Follow-up,Email,Dung Pham,Follow-up Needed,10
ACT-02063,CUST-0094,,2024-11-28,Meeting,Chat,Linh Vu,Interested,15
ACT-02064,CUST-0078,,2024-08-14,Call,Zoom,Huy Vo,Interested,45
ACT-02065,CUST-0259,,2025-12-18,WhatsApp,Phone,An Nguyen,Follow-up Needed,20
ACT-02066,CUST-0293,,2026-02-20,Demo,Chat,An Nguyen,Rescheduled,20
ACT-02067,CUST-0084,,2024-04-01,Call,Email,An Nguyen,Follow-up Needed,30
ACT-02068,CUST-0063,,2025-02-18,Meeting,Phone,An Nguyen,Completed,60
ACT-02069,,LEAD-0417,2024-02-13,WhatsApp,Phone,Linh Vu,Follow-up Needed,15
ACT-02070,CUST-0283,,2024-08-29,Meeting,In-person,Huy Vo,Completed,45
ACT-02071,,LEAD-0031,2025-02-17,Call,Chat,Huy Vo,Follow-up Needed,45
ACT-02072,CUST-0068,,2025-12-09,Demo,Zoom,Huy Vo,Completed,45
ACT-02073,CUST-0317,,2025-10-14,WhatsApp,Zoom,An Nguyen,No Response,10
ACT-02074,CUST-0141,,2024-03-21,Meeting,Email,An Nguyen,Completed,20
ACT-02075,CUST-0227,,2025-03-17,Email,Zoom,Dung Pham,Interested,15
ACT-02076,CUST-0200,,2025-09-11,Call,Chat,Huy Vo,Completed,10
ACT-02077,CUST-0147,,2025-05-22,Email,Chat,Khanh Do,Completed,15
ACT-02078,CUST-0193,,2025-06-15,Meeting,Chat,An Nguyen,Completed,60
ACT-02079,CUST-0312,,2026-04-05,Demo,In-person,Binh Tran,Completed,30
ACT-02080,CUST-0277,,2025-02-12,Demo,Phone,Dung Pham,Completed,45
ACT-02081,CUST-0205,,2025-07-15,WhatsApp,In-person,Linh Vu,Interested,5
ACT-02082,CUST-0194,,2024-06-10,Demo,In-person,Giang Ho,Completed,10
ACT-02083,,LEAD-0510,2024-05-15,Email,Phone,Chi Le,Completed,15
ACT-02084,CUST-0104,,2024-12-14,Email,Zoom,Khanh Do,Follow-up Needed,5
ACT-02085,CUST-0268,,2025-09-26,Meeting,Chat,Khanh Do,Follow-up Needed,30
ACT-02086,CUST-0186,,2024-02-27,Meeting,Email,An Nguyen,Interested,60
ACT-02087,,LEAD-0339,2024-07-22,Call,Email,Binh Tran,No Response,20
ACT-02088,,LEAD-0018,2024-12-03,WhatsApp,Chat,Dung Pham,Completed,10
ACT-02089,CUST-0065,,2026-01-13,Support Follow-up,Phone,An Nguyen,Interested,10
ACT-02090,,LEAD-0593,2024-10-04,Meeting,Email,Binh Tran,Follow-up Needed,20
ACT-02091,,LEAD-0077,2024-10-14,Call,Chat,Linh Vu,No Response,20
ACT-02092,CUST-0101,,2025-11-28,Support Follow-up,In-person,Linh Vu,Interested,10
ACT-02093,CUST-0156,,2024-02-16,Email,Phone,Binh Tran,No Response,10
ACT-02094,CUST-0112,,2025-05-18,WhatsApp,Chat,Binh Tran,No Response,5
ACT-02095,,LEAD-0581,2025-01-27,Email,Zoom,Chi Le,Rescheduled,15
ACT-02096,,LEAD-0532,2026-03-01,WhatsApp,In-person,Dung Pham,Interested,15
ACT-02097,CUST-0232,,2024-10-16,Meeting,Email,Khanh Do,Completed,60
ACT-02098,CUST-0268,,2025-06-29,Email,Email,Linh Vu,Follow-up Needed,10
ACT-02099,CUST-0152,,2026-02-04,Email,Email,Huy Vo,Completed,5
ACT-02100,CUST-0239,,2025-06-23,Support Follow-up,Chat,Chi Le,Interested,15
ACT-02101,CUST-0128,,2024-09-14,Meeting,Zoom,Dung Pham,Interested,45
ACT-02102,CUST-0242,,2024-06-11,Call,Zoom,Linh Vu,Completed,30
ACT-02103,CUST-0194,,2025-12-26,Call,Chat,Chi Le,No Response,30
ACT-02104,CUST-0257,,2025-04-02,Call,Email,An Nguyen,Interested,20
ACT-02105,CUST-0111,,2026-01-03,Demo,Chat,Huy Vo,Interested,10
ACT-02106,CUST-0070,,2025-02-09,Email,Phone,An Nguyen,No Response,15
ACT-02107,,LEAD-0085,2024-09-20,Meeting,Email,An Nguyen,Interested,10
ACT-02108,CUST-0199,,2024-03-24,Meeting,Zoom,Huy Vo,Completed,45
ACT-02109,CUST-0157,,2024-12-26,Support Follow-up,In-person,Giang Ho,Completed,10
ACT-02110,CUST-0305,,2026-03-25,WhatsApp,In-person,Binh Tran,Follow-up Needed,15
ACT-02111,CUST-0125,,2024-10-10,WhatsApp,In-person,Chi Le,Interested,20
ACT-02112,CUST-0013,,2026-02-07,Call,Email,Giang Ho,Completed,20
ACT-02113,CUST-0255,,2025-01-08,Support Follow-up,Chat,Huy Vo,Follow-up Needed,20
ACT-02114,CUST-0272,,2025-06-20,WhatsApp,Phone,Linh Vu,No Response,5
ACT-02115,,LEAD-0134,2024-04-28,Meeting,Chat,Chi Le,No Response,20
ACT-02116,CUST-0224,,2024-08-12,WhatsApp,Email,Linh Vu,Follow-up Needed,5
ACT-02117,,LEAD-0216,2024-08-07,Call,Email,Chi Le,Completed,45
ACT-02118,CUST-0286,,2024-02-11,Demo,Phone,Giang Ho,No Response,60
ACT-02119,CUST-0160,,2026-01-19,Support Follow-up,Chat,Dung Pham,Follow-up Needed,20
ACT-02120,CUST-0242,,2026-01-10,Demo,Zoom,An Nguyen,No Response,15
ACT-02121,CUST-0211,,2026-02-19,Meeting,In-person,An Nguyen,Completed,30
ACT-02122,CUST-0072,,2024-06-14,WhatsApp,Email,Binh Tran,Follow-up Needed,10
ACT-02123,,LEAD-0552,2024-05-10,Call,Chat,Dung Pham,Follow-up Needed,45
ACT-02124,CUST-0276,,2024-06-17,Demo,Chat,Giang Ho,Follow-up Needed,15
ACT-02125,CUST-0111,,2025-09-05,Email,Email,An Nguyen,Follow-up Needed,15
ACT-02126,CUST-0221,,2025-08-06,Email,Phone,Khanh Do,Completed,20
ACT-02127,CUST-0140,,2025-07-10,Meeting,Email,Binh Tran,Completed,20
ACT-02128,CUST-0136,,2024-07-29,Meeting,Chat,Giang Ho,Interested,45
ACT-02129,CUST-0267,,2025-11-04,Meeting,In-person,Huy Vo,Completed,20
ACT-02130,CUST-0015,,2025-02-02,Support Follow-up,Email,Linh Vu,Interested,5
ACT-02131,CUST-0010,,2024-11-10,WhatsApp,Email,Khanh Do,Completed,5
ACT-02132,CUST-0211,,2026-01-14,Meeting,Chat,Huy Vo,Rescheduled,60
ACT-02133,,LEAD-0566,2026-04-05,Support Follow-up,Zoom,Giang Ho,Completed,10
ACT-02134,CUST-0102,,2024-04-16,Email,In-person,Dung Pham,Follow-up Needed,20
ACT-02135,CUST-0255,,2024-06-30,Demo,In-person,Linh Vu,No Response,30
ACT-02136,CUST-0188,,2025-08-04,Email,Zoom,Khanh Do,Completed,15
ACT-02137,CUST-0132,,2025-09-01,Call,Chat,Huy Vo,Completed,45
ACT-02138,CUST-0281,,2025-10-30,WhatsApp,Zoom,Chi Le,No Response,20
ACT-02139,,LEAD-0197,2024-07-24,WhatsApp,Chat,An Nguyen,Interested,20
ACT-02140,,LEAD-0118,2025-01-07,Call,Phone,Binh Tran,Completed,15
ACT-02141,CUST-0172,,2024-11-11,WhatsApp,Phone,Giang Ho,Completed,10
ACT-02142,CUST-0129,,2025-05-26,WhatsApp,Email,Binh Tran,Completed,5
ACT-02143,CUST-0269,,2025-02-07,Call,In-person,Giang Ho,Follow-up Needed,60
ACT-02144,CUST-0160,,2025-10-05,Support Follow-up,Chat,Binh Tran,Completed,20
ACT-02145,CUST-0014,,2025-01-25,Demo,Chat,Khanh Do,No Response,15
ACT-02146,CUST-0093,,2024-02-07,WhatsApp,In-person,Binh Tran,Completed,10
ACT-02147,,LEAD-0470,2024-07-04,Demo,Zoom,Dung Pham,Interested,10
ACT-02148,CUST-0199,,2025-08-04,WhatsApp,In-person,Chi Le,Follow-up Needed,15
ACT-02149,CUST-0241,,2024-04-16,Support Follow-up,Zoom,Huy Vo,Follow-up Needed,20
ACT-02150,CUST-0081,,2026-02-25,Demo,In-person,An Nguyen,Completed,60
ACT-02151,CUST-0317,,2024-04-08,Demo,In-person,Dung Pham,Interested,15
ACT-02152,,LEAD-0424,2024-01-05,WhatsApp,In-person,Huy Vo,Completed,20
ACT-02153,,LEAD-0036,2026-02-13,WhatsApp,Zoom,Linh Vu,Completed,15
ACT-02154,CUST-0246,,2025-08-28,Meeting,Email,Dung Pham,Rescheduled,30
ACT-02155,CUST-0255,,2024-02-22,Email,In-person,Dung Pham,Completed,20
ACT-02156,,LEAD-0435,2026-04-01,Meeting,Chat,Khanh Do,Follow-up Needed,20
ACT-02157,,LEAD-0531,2025-03-31,Support Follow-up,In-person,Khanh Do,Interested,15
ACT-02158,,LEAD-0081,2024-12-23,Meeting,Email,Giang Ho,Follow-up Needed,20
ACT-02159,,LEAD-0037,2026-01-04,Support Follow-up,Email,Giang Ho,Completed,15
ACT-02160,CUST-0254,,2024-06-22,WhatsApp,Phone,Giang Ho,Interested,20
ACT-02161,CUST-0117,,2025-10-19,WhatsApp,Zoom,Huy Vo,Follow-up Needed,10
ACT-02162,CUST-0179,,2024-10-13,WhatsApp,Phone,Linh Vu,No Response,15
ACT-02163,CUST-0111,,2024-07-22,Support Follow-up,Chat,Huy Vo,Rescheduled,10
ACT-02164,CUST-0311,,2024-05-03,Email,In-person,Khanh Do,Completed,5
ACT-02165,CUST-0142,,2026-04-10,Call,In-person,Dung Pham,No Response,10
ACT-02166,,LEAD-0282,2024-03-30,Meeting,Phone,Khanh Do,Completed,60
ACT-02167,CUST-0016,,2024-11-17,Call,Phone,Chi Le,Completed,45
ACT-02168,CUST-0273,,2025-04-07,Support Follow-up,Chat,Khanh Do,Completed,15
ACT-02169,,LEAD-0479,2024-10-14,Support Follow-up,In-person,Giang Ho,Interested,20
ACT-02170,,LEAD-0039,2024-09-10,Email,Email,Linh Vu,Completed,20
ACT-02171,CUST-0172,,2025-08-31,Email,Phone,Giang Ho,Follow-up Needed,5
ACT-02172,CUST-0046,,2024-01-22,Email,In-person,Khanh Do,Completed,5
ACT-02173,CUST-0306,,2024-12-01,Call,In-person,Giang Ho,Rescheduled,20
ACT-02174,CUST-0237,,2025-05-02,WhatsApp,In-person,Dung Pham,No Response,10
ACT-02175,,LEAD-0023,2025-03-13,Call,Zoom,Giang Ho,Completed,20
ACT-02176,CUST-0191,,2024-10-03,Support Follow-up,In-person,Dung Pham,Follow-up Needed,5
ACT-02177,,LEAD-0353,2025-11-15,Support Follow-up,Email,Khanh Do,Completed,20
ACT-02178,CUST-0207,,2025-06-24,Demo,Zoom,Khanh Do,Follow-up Needed,10
ACT-02179,CUST-0278,,2025-11-27,Call,Email,Chi Le,Completed,60
ACT-02180,CUST-0049,,2024-08-11,WhatsApp,Phone,Chi Le,Completed,20
ACT-02181,CUST-0307,,2025-10-22,WhatsApp,Chat,Giang Ho,Rescheduled,5
ACT-02182,CUST-0107,,2024-09-11,Demo,In-person,Linh Vu,Completed,60
ACT-02183,CUST-0006,,2025-05-16,WhatsApp,Phone,An Nguyen,Interested,20
ACT-02184,,LEAD-0373,2024-05-01,Call,In-person,Giang Ho,Completed,10
ACT-02185,,LEAD-0541,2024-07-28,WhatsApp,Zoom,Linh Vu,No Response,15
ACT-02186,CUST-0101,,2026-04-04,Call,Email,Giang Ho,No Response,20
ACT-02187,CUST-0222,,2024-12-02,Support Follow-up,Zoom,An Nguyen,Follow-up Needed,15
ACT-02188,CUST-0246,,2024-07-08,WhatsApp,Phone,An Nguyen,Completed,20
ACT-02189,CUST-0260,,2024-09-07,Support Follow-up,In-person,Giang Ho,Completed,5
ACT-02190,CUST-0266,,2024-11-29,Support Follow-up,Chat,Giang Ho,Rescheduled,15
ACT-02191,,LEAD-0565,2025-07-29,Support Follow-up,Chat,Huy Vo,Rescheduled,10
ACT-02192,CUST-0096,,2025-10-02,Call,In-person,Huy Vo,No Response,60
ACT-02193,,LEAD-0159,2025-03-09,WhatsApp,Chat,An Nguyen,Completed,15
ACT-02194,CUST-0020,,2024-05-13,WhatsApp,Chat,Khanh Do,Completed,10
ACT-02195,CUST-0308,,2024-06-18,Email,Zoom,Khanh Do,Completed,5
ACT-02196,,LEAD-0031,2025-03-26,WhatsApp,Chat,Binh Tran,Follow-up Needed,15
ACT-02197,,LEAD-0062,2026-04-03,Email,In-person,Dung Pham,Rescheduled,5
ACT-02198,CUST-0312,,2024-12-31,Email,Phone,Huy Vo,Completed,15
ACT-02199,CUST-0041,,2025-11-11,WhatsApp,Email,An Nguyen,Follow-up Needed,20
ACT-02200,,LEAD-0130,2026-04-07,Call,Zoom,Binh Tran,Follow-up Needed,10
ACT-02201,CUST-0029,,2024-12-20,Meeting,Chat,Giang Ho,Interested,15
ACT-02202,,LEAD-0368,2025-03-30,Demo,Chat,Linh Vu,Follow-up Needed,45
ACT-02203,,LEAD-0154,2024-10-04,Support Follow-up,Zoom,Huy Vo,Completed,5
ACT-02204,CUST-0044,,2025-07-02,Email,In-person,Chi Le,Follow-up Needed,10
ACT-02205,,LEAD-0142,2025-03-23,Meeting,Email,Huy Vo,Follow-up Needed,10
ACT-02206,CUST-0095,,2025-01-06,Meeting,In-person,Khanh Do,Follow-up Needed,45
ACT-02207,CUST-0041,,2024-12-10,Meeting,Chat,An Nguyen,Completed,45
ACT-02208,CUST-0217,,2026-01-15,Support Follow-up,Chat,Huy Vo,Follow-up Needed,15
ACT-02209,,LEAD-0465,2025-01-31,Call,Zoom,An Nguyen,Follow-up Needed,20
ACT-02210,CUST-0145,,2025-08-22,Support Follow-up,Phone,Huy Vo,Follow-up Needed,10
ACT-02211,CUST-0148,,2025-02-20,Support Follow-up,Zoom,An Nguyen,Completed,15
ACT-02212,CUST-0212,,2025-09-01,Meeting,Zoom,Huy Vo,Interested,15
ACT-02213,CUST-0171,,2025-06-04,WhatsApp,Phone,An Nguyen,No Response,10
ACT-02214,CUST-0229,,2025-03-25,Meeting,Zoom,Linh Vu,Follow-up Needed,30
ACT-02215,CUST-0253,,2024-10-05,Meeting,Chat,Chi Le,Completed,60
ACT-02216,CUST-0112,,2025-06-10,Demo,Email,Giang Ho,Follow-up Needed,15
ACT-02217,CUST-0241,,2025-09-22,Call,Phone,Linh Vu,Completed,20
ACT-02218,,LEAD-0373,2025-09-06,Meeting,Chat,Giang Ho,Interested,60
ACT-02219,CUST-0136,,2026-01-06,Call,In-person,Khanh Do,Completed,60
ACT-02220,CUST-0216,,2025-11-05,Demo,Phone,Chi Le,Completed,45
ACT-02221,CUST-0016,,2024-06-21,Demo,In-person,Linh Vu,Completed,60
ACT-02222,,LEAD-0385,2024-11-04,Call,Email,Chi Le,No Response,60
ACT-02223,CUST-0185,,2024-07-21,Call,Zoom,Huy Vo,Rescheduled,60
ACT-02224,CUST-0142,,2024-04-15,Demo,Phone,An Nguyen,Completed,20
